"","X","ID","Task.Name","Trial.Number","dilemmaAll","Context","Dilemma","PBH_actual","PDE_actual","BA_actual","MC_actual","Intent_actual","MG_actual","Agent","RT","MJ","keys","Gender","Gender.quant","Age","Nationality","cultural.arab","cultural.asian","cultural.black","cultural.multiple","cultural.white","cultural.prefNo","cultural.another","primary_cultural","multiple_cultural","identified_variants","variants_string","oldDilemma","Dilemma_base","PBH","PDE","Intent","BA","MC","MG"
"6007",6007,14617974,"Main Stimuli J_YES (Latin Square) ",9,"OmissionFootbridgePHO","Crane","Omission_Footbridge_PHO_Crane","No","No","yes","no","yes","Yes","AI",3792.61700000004,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","OmissionFootbridgePHOCrane","Omission_Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"6008",6008,14617974,"Main Stimuli J_YES (Latin Square) ",10,"FootbridgePHA&O","crane","Footbridge_PHA_PHO_Crane","Yes","No","yes","yes","no","No","AI",958.984000000026,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","FootbridgePHA&OCrane","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
"6009",6009,14617974,"Main Stimuli J_YES (Latin Square) ",11,"implied consent","crane","Implied_Consent_Crane","Yes","Yes","yes","yes","yes","Yes","Human",183.138999999996,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","implied consentCrane","Implied_Consent","Yes","No","No","No","No","Yes"
"6010",6010,14617974,"Main Stimuli J_YES (Latin Square) ",12,"ExpensiveRescue","crane","Expensive_Rescue_Crane","No","Yes","yes","yes","yes","Yes","Human",5934.93000000001,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","ExpensiveRescueCrane","Expensive_Rescue","No","No","No","No","No","Yes"
"6011",6011,14617974,"Main Stimuli J_YES (Latin Square) ",13,"SubstitutedConsent2","trolley","Substituted_Consent_Trolley","Yes","No","yes","yes","no","No","Human",4523.71699999996,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","SubstitutedConsent","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"6012",6012,14617974,"Main Stimuli J_YES (Latin Square) ",14,"ExpensiveRescue","trolley","Expensive_Rescue_Trolley","No","Yes","yes","yes","yes","Yes","Human",949.555999999997,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","ExpensiveRescue","Expensive_Rescue","No","No","No","No","No","Yes"
"6013",6013,14617974,"Main Stimuli J_YES (Latin Square) ",15,"SubstitutedConsent","trolley","Substituted_Consent_Trolley","Yes","No","yes","yes","no","No","Human",2016.82299999999,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","SubstitutedConsent","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"6014",6014,14617974,"Main Stimuli J_YES (Latin Square) ",16,"implied consent","trolley","Implied_Consent_Trolley","Yes","Yes","yes","yes","yes","Yes","Human",559.305000000022,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","implied consent","Implied_Consent","Yes","No","No","No","No","Yes"
"6015",6015,14617974,"Main Stimuli J_YES (Latin Square) ",17,"footbridge","trolley","Footbridge_Trolley","Yes","No","yes","yes","no","No","Human",2231.85699999997,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","footbridge","Footbridge","Yes","Yes","Yes","No","No","No"
"6016",6016,14617974,"Main Stimuli J_YES (Latin Square) ",18,"SuicidalRescue","trolley","Suicidal_Rescue_Trolley","Yes","Yes","yes","yes","yes","Yes","Human",873.379999999946,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","SuicidalRescue","Suicidal_Rescue","Yes","No","No","No","No","Yes"
"6017",6017,14617974,"Main Stimuli J_YES (Latin Square) ",19,"drop man","Crane","Drop_Man_Crane","Yes","No","yes","yes","no","No","Human",1782.00299999997,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","DropManCraneHang","Drop_Man","Yes","Yes","Yes","No","No","No"
"6018",6018,14617974,"Main Stimuli J_YES (Latin Square) ",20,"costless rescue","trolley","Costless_Rescue_Trolley","No","Yes","yes","yes","yes","Yes","Human",783.353000000003,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","costless rescue","Costless_Rescue","No","No","No","No","No","Yes"
"6019",6019,14617974,"Main Stimuli J_YES (Latin Square) ",21,"FootbridgePHA&O","trolley","Footbridge_PHA_PHO_Trolley","Yes","No","yes","yes","no","No","AI",5197.85399999996,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","FootbridgePHA&O","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
"6020",6020,14617974,"Main Stimuli J_YES (Latin Square) ",22,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_","crane","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost_Crane","No","No","no","no","no","Yes","AI",1781.85600000006,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Crane","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost","No","Yes","Yes","Yes","Yes","Yes"
"6021",6021,14617974,"Main Stimuli J_YES (Latin Square) ",23,"InefficientRisk","trolley","Inefficient_Risk_Trolley","No","No","yes","no","yes","Yes","Human",3455.54399999997,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","InefficientRisk","Inefficient_Risk","No","Yes","No","Yes","Yes","Yes"
"6022",6022,14617974,"Main Stimuli J_YES (Latin Square) ",24,"InefficientRisk","crane","Inefficient_Risk_Crane","No","No","yes","no","yes","Yes","Human",2063.10600000003,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","InefficientRiskCrane","Inefficient_Risk","No","Yes","No","Yes","Yes","Yes"
"6023",6023,14617974,"Main Stimuli J_YES (Latin Square) ",25,"expensive equipment","crane","Expensive_Equipment_Crane","Yes","No","no","no","yes","No","AI",1799.606,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","expensive equipmentCrane","Expensive_Equipment","Yes","Yes","No","No","Yes","No"
"6024",6024,14617974,"Main Stimuli J_YES (Latin Square) ",26,"DropEquipment","trolley","Drop_Equipment_Trolley","No","No","yes","yes","no","Yes","AI",1523.92199999996,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","DropEquipment","Drop_Equipment","No","No","No","No","No","Yes"
"6025",6025,14617974,"Main Stimuli J_YES (Latin Square) ",27,"BetterAlternative_DisproportionateCost_","crane","Better_Alternative_Disproportionate_Cost_Crane","Yes","No","no","no","yes","No","AI",1325.53900000005,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","BetterAlternative_DisproportionateCost_Crane","Better_Alternative_Disproportionate_Cost","Yes","Yes","No","Yes","Yes","No"
"6026",6026,14617974,"Main Stimuli J_YES (Latin Square) ",28,"FootbridgePHA","crane","Footbridge_PHA_Crane","Yes","No","yes","yes","no","No","AI",1077.90099999995,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","FootbridgePHACrane","Footbridge_PHA","Yes","Yes","Yes","No","No","No"
"6027",6027,14617974,"Main Stimuli J_YES (Latin Square) ",29,"ExpensiveCollapse","trolley","Expensive_Collapse_Trolley","No","Yes","yes","yes","yes","Yes","Human",883.309999999998,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","ExpensiveCollapse","Expensive_Collapse","No","Yes","Yes","No","No","Yes"
"6028",6028,14617974,"Main Stimuli J_YES (Latin Square) ",30,"expensive equipment","trolley","Expensive_Equipment_Trolley","Yes","No","no","no","yes","No","AI",883.393000000011,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","expensive equipment","Expensive_Equipment","Yes","Yes","No","No","Yes","No"
"6029",6029,14617974,"Main Stimuli J_YES (Latin Square) ",31,"Footbridge_Equipment_Save_","trolley","Footbridge_Equipment_Save_Trolley","Yes","No","yes","no","yes","No","Human",759.535000000033,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","Footbridge_Equipment_Save_Trolley","Footbridge_Equipment_Save","No","Yes","Yes","No","Yes","Yes"
"6030",6030,14617974,"Main Stimuli J_YES (Latin Square) ",32,"InexpensiveRescue","crane","Inexpensive_Rescue_Crane","No","Yes","yes","yes","yes","Yes","AI",399.924999999988,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","InexpensiveRescueCrane","Inexpensive_Rescue","No","No","No","No","No","Yes"
"6031",6031,14617974,"Main Stimuli J_YES (Latin Square) ",33,"SubstitutedConsent2","crane","Substituted_Consent_Crane","Yes","No","yes","yes","no","No","Human",1544.95699999997,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","SubstitutedConsentCrane","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"6032",6032,14617974,"Main Stimuli J_YES (Latin Square) ",34,"Unprohibted_BetterAlternative_DisproportionateCost_","trolley","Unprohibited_Better_Alternative_Disproportionate_Cost_Trolley","No","No","no","no","yes","Yes","Human",1525.253,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","Unprohibted_BetterAlternative_DisproportionateCost_Trolley","Unprohibited_Better_Alternative_Disproportionate_Cost","No","Yes","No","Yes","Yes","Yes"
"6033",6033,14617974,"Main Stimuli J_YES (Latin Square) ",35,"SuicidalRescue","crane","Suicidal_Rescue_Crane","Yes","Yes","yes","yes","yes","Yes","Human",2655.45699999997,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","SuicidalRescueCrane","Suicidal_Rescue","Yes","No","No","No","No","Yes"
"6034",6034,14617974,"Main Stimuli J_YES (Latin Square) ",36,"BetterAlternative_DisproportionateCost_","trolley","Better_Alternative_Disproportionate_Cost_Trolley","Yes","No","no","no","yes","No","AI",2206.14200000002,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","BetterAlternative_DisproportionateCost_Trolley","Better_Alternative_Disproportionate_Cost","Yes","Yes","No","Yes","Yes","No"
"6035",6035,14617974,"Main Stimuli J_YES (Latin Square) ",37,"Unprohibted_BetterAlternative_","trolley","Unprohibited_Better_Alternative_Trolley","No","No","no","yes","yes","Yes","Human",1000.43800000002,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","Unprohibted_BetterAlternative_Trolley","Unprohibited_Better_Alternative","No","Yes","No","Yes","No","Yes"
"6036",6036,14617974,"Main Stimuli J_YES (Latin Square) ",38,"BystanderPHO","crane","Bystander_PHO_Crane","Yes","Yes","yes","yes","yes","Yes","AI",3631.60199999996,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","BystanderPHOCrane","Bystander_PHO","Yes","No","No","No","No","Yes"
"6037",6037,14617974,"Main Stimuli J_YES (Latin Square) ",39,"footbridge","crane","Footbridge_Crane","Yes","No","yes","yes","no","No","Human",1334.10600000003,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","footbridgeCrane","Footbridge","Yes","Yes","Yes","No","No","No"
"6038",6038,14617974,"Main Stimuli J_YES (Latin Square) ",40,"OmissionBystanderPHO","Crane","Omission_Bystander_PHO_Crane","No","No","yes","no","yes","Yes","Human",3299.52999999997,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","OmissionBystanderPHOCrane","Omission_Bystander_PHO","Yes","Yes","Yes","Yes","Yes","No"
"6039",6039,14617974,"Main Stimuli J_YES (Latin Square) ",41,"OmissionBystanderPHO","trolley","Omission_Bystander_PHO_Trolley","No","No","yes","no","yes","Yes","Human",3091.55499999993,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","OmissionBystanderPHOTrolley","Omission_Bystander_PHO","Yes","Yes","Yes","Yes","Yes","No"
"6040",6040,14617974,"Main Stimuli J_YES (Latin Square) ",42,"DropEquipment","Crane","Drop_Equipment_Crane","No","No","yes","yes","yes","Yes","AI",1966.69900000002,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","DropEquipmentCraneHang","Drop_Equipment","No","No","No","No","No","Yes"
"6041",6041,14617974,"Main Stimuli J_YES (Latin Square) ",43,"BystanderPHA&O","crane","Bystander_PHA_PHO_Crane","Yes","No","yes","yes","no","No","Human",3614.99700000009,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","BystanderPHA&OCrane","Bystander_PHA_PHO","Yes","Yes","Yes","No","No","No"
"6042",6042,14617974,"Main Stimuli J_YES (Latin Square) ",44,"bystander","trolley","Bystander_Trolley","Yes","Yes","yes","yes","yes","Yes","AI",876.612000000023,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","bystander","Bystander","Yes","No","No","No","No","Yes"
"6043",6043,14617974,"Main Stimuli J_YES (Latin Square) ",45,"ExpensiveCollapse","crane","Expensive_Collapse_Crane","No","Yes","yes","yes","yes","Yes","Human",1150.65100000007,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","ExpensiveCollapseCrane","Expensive_Collapse","No","Yes","Yes","No","No","Yes"
"6044",6044,14617974,"Main Stimuli J_YES (Latin Square) ",46,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_","trolley","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost_Trolley","No","No","no","no","no","Yes","AI",3427.33199999994,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Trolley","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost","No","Yes","Yes","Yes","Yes","Yes"
"6045",6045,14617974,"Main Stimuli J_YES (Latin Square) ",47,"loop","crane","Loop_Track_Crane","Yes","No","yes","yes","no","No","Human",1126.913,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","loopCrane","Loop_Track","Yes","Yes","Yes","No","No","No"
"6046",6046,14617974,"Main Stimuli J_YES (Latin Square) ",48,"Unprohibted_BetterAlternative_DisproportionateCost_","crane","Unprohibited_Better_Alternative_Disproportionate_Cost_Crane","No","No","no","no","yes","Yes","Human",1294.97200000007,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","Unprohibted_BetterAlternative_DisproportionateCost_Crane","Unprohibited_Better_Alternative_Disproportionate_Cost","No","Yes","No","Yes","Yes","Yes"
"6047",6047,14617974,"Main Stimuli J_YES (Latin Square) ",49,"DropEquipment","crane","Drop_Equipment_Crane","No","No","yes","yes","no","Yes","AI",816.737000000023,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","DropEquipmentCrane","Drop_Equipment","No","No","No","No","No","Yes"
"6048",6048,14617974,"Main Stimuli J_YES (Latin Square) ",50,"man-in-front","crane","Man_in_Front_Crane","Yes","Yes","yes","yes","yes","Yes","AI",3201.31799999997,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","man-in-frontCrane","Man_in_Front","Yes","No","No","No","No","Yes"
"6049",6049,14617974,"Main Stimuli J_YES (Latin Square) ",51,"HypotheticalConsent","crane","Hypothetical_Consent_Crane","No","No","yes","yes","no","Yes","AI",2086.63799999998,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","HypotheticalConsentCrane","Hypothetical_Consent","Yes","Yes","Yes","No","No","Yes"
"6050",6050,14617974,"Main Stimuli J_YES (Latin Square) ",52,"Footbridge_Equipment_Save_","crane","Footbridge_Equipment_Save_Crane","Yes","No","yes","no","yes","No","Human",1357.34700000001,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","Footbridge_Equipment_Save_Crane","Footbridge_Equipment_Save","No","Yes","Yes","No","Yes","Yes"
"6051",6051,14617974,"Main Stimuli J_YES (Latin Square) ",53,"FootbridgePHO","trolley","Footbridge_PHO_Trolley","Yes","No","yes","yes","yes","No","Human",1383.52600000001,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","FootbridgePHO","Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"6052",6052,14617974,"Main Stimuli J_YES (Latin Square) ",54,"drop man","crane","Drop_Man_Crane","Yes","No","yes","yes","no","No","AI",915.837999999989,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","drop manCrane","Drop_Man","Yes","Yes","Yes","No","No","No"
"6053",6053,14617974,"Main Stimuli J_YES (Latin Square) ",55,"loop","trolley","Loop_Track_Trolley","Yes","No","yes","yes","no","No","Human",999.835000000021,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","loop","Loop_Track","Yes","Yes","Yes","No","No","No"
"6054",6054,14617974,"Main Stimuli J_YES (Latin Square) ",56,"Unprohibted_BetterAlternative_","crane","Unprohibited_Better_Alternative_Crane","No","No","no","yes","yes","Yes","Human",796.782000000065,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","Unprohibted_BetterAlternative_Crane","Unprohibited_Better_Alternative","No","Yes","No","Yes","No","Yes"
"6055",6055,14617974,"Main Stimuli J_YES (Latin Square) ",57,"collapse bridge","trolley","Collapse_Bridge_Trolley","Yes","Yes","yes","yes","yes","Yes","Human",666.460000000079,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","collapse bridge","Collapse_Bridge","Yes","No","No","No","No","Yes"
"6056",6056,14617974,"Main Stimuli J_YES (Latin Square) ",58,"FootbridgePHO","crane","Footbridge_PHO_Crane","Yes","No","yes","yes","yes","No","Human",2146.4800000001,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","FootbridgePHOCrane","Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"6057",6057,14617974,"Main Stimuli J_YES (Latin Square) ",59,"BystanderPHA&O","trolley","Bystander_PHA_PHO_Trolley","Yes","No","yes","yes","no","No","Human",1175.68099999998,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","BystanderPHA&O","Bystander_PHA_PHO","Yes","Yes","Yes","No","No","No"
"6058",6058,14617974,"Main Stimuli J_YES (Latin Square) ",60,"bystander","crane","Bystander_Crane","Yes","Yes","yes","yes","yes","Yes","AI",1597.83800000005,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","bystanderCrane","Bystander","Yes","No","No","No","No","Yes"
"6059",6059,14617974,"Main Stimuli J_YES (Latin Square) ",61,"better alternative","trolley","Better_Alternative_Trolley","Yes","No","no","yes","yes","No","AI",713.081000000122,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","better alternative","Better_Alternative","Yes","Yes","No","Yes","No","No"
"6060",6060,14617974,"Main Stimuli J_YES (Latin Square) ",62,"disproportionate death","trolley","Disproportionate_Death_Trolley","Yes","No","no","no","yes","No","Human",829.749000000069,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","disproportionate death","Disproportionate_Death","Yes","Yes","No","Yes","Yes","No"
"6061",6061,14617974,"Main Stimuli J_YES (Latin Square) ",63,"intentional homicide","crane","Intentional_Homicide_Crane","Yes","No","yes","yes","no","No","AI",1366.69200000004,"0","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","intentional homicideCrane","Intentional_Homicide","Yes","Yes","Yes","No","No","No"
"6062",6062,14617974,"Main Stimuli J_YES (Latin Square) ",64,"intentional homicide","trolley","Intentional_Homicide_Trolley","Yes","No","yes","yes","no","No","AI",1620.21699999989,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","intentional homicide","Intentional_Homicide","Yes","Yes","Yes","No","No","No"
"6063",6063,14617974,"Main Stimuli J_YES (Latin Square) ",65,"HypotheticalConsent","trolley","Hypothetical_Consent_Trolley","No","No","yes","yes","no","Yes","AI",759.752000000095,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","HypotheticalConsent","Hypothetical_Consent","Yes","Yes","Yes","No","No","Yes"
"6064",6064,14617974,"Main Stimuli J_YES (Latin Square) ",66,"BystanderPHO","trolley","Bystander_PHO_Trolley","Yes","Yes","yes","yes","yes","Yes","AI",2328.2919999999,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","BystanderPHO","Bystander_PHO","Yes","No","No","No","No","Yes"
