"","X","ID","TVideo_1","Task.Name","Trial.Number","dilemmaAll","Context","Dilemma","RT","MJ","keys","PBH_actual","PDE_actual","Agent","BA_actual","MC_actual","Intent_actual","MG_actual","Gender","Gender.quant","Age","Nationality","Country_of_residence","cultural.arab","cultural.asian","cultural.black","cultural.multiple","cultural.white","cultural.prefNo","cultural.another","primary_cultural","multiple_cultural","identified_prefs","prefs_string","oldDilemma","Dilemma_base","PBH","PDE","Intent","BA","MC","MG"
"10505",10505,15133638,"Implied_Consent_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",137,"implied consent","mine","Implied_Consent_Mine",712.800000002258,"1","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,44,"United States","United States",NA,NA,NA,"black, asian, native american",NA,NA,NA,"Multiple",FALSE,"black, asian, native american","black, asian, native american","implied consentMine","Implied_Consent","Yes","No","No","No","No","Yes"
"10506",10506,15133638,"SubstitutedConsent_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",138,"SubstitutedConsent","crane","Substituted_Consent_Crane",875.400000000023,"1","J_YES","Yes","No","Ai","Yes","Yes","No","No","Woman",1,44,"United States","United States",NA,NA,NA,"black, asian, native american",NA,NA,NA,"Multiple",FALSE,"black, asian, native american","black, asian, native american","SubstitutedConsentCrane","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"10507",10507,15133638,"DropEquipment_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",139,"DropEquipment","crane","Drop_Equipment_Crane",946,"1","J_YES","No","No","Ai","Yes","Yes","No","Yes","Woman",1,44,"United States","United States",NA,NA,NA,"black, asian, native american",NA,NA,NA,"Multiple",FALSE,"black, asian, native american","black, asian, native american","DropEquipmentCrane","Drop_Equipment","No","No","No","No","No","Yes"
"10508",10508,15133638,"ImpliedConsent_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",140,"implied consent","trolley","Implied_Consent_Trolley",956.100000003004,"1","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,44,"United States","United States",NA,NA,NA,"black, asian, native american",NA,NA,NA,"Multiple",FALSE,"black, asian, native american","black, asian, native american","implied consent","Implied_Consent","Yes","No","No","No","No","Yes"
"10509",10509,15133638,"Footbridge_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",141,"footbridge","trolley","Footbridge_Trolley",850.399999999907,"1","J_YES","Yes","No","Human","Yes","Yes","No","No","Woman",1,44,"United States","United States",NA,NA,NA,"black, asian, native american",NA,NA,NA,"Multiple",FALSE,"black, asian, native american","black, asian, native american","footbridge","Footbridge","Yes","Yes","Yes","No","No","No"
"10510",10510,15133638,"Bystander_PHO_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",142,"BystanderPHO","trolley","Bystander_PHO_Trolley",1364.10000000079,"1","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,44,"United States","United States",NA,NA,NA,"black, asian, native american",NA,NA,NA,"Multiple",FALSE,"black, asian, native american","black, asian, native american","BystanderPHO","Bystander_PHO","Yes","No","No","No","No","Yes"
"10511",10511,15133638,"InefficientRisk_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",143,"InefficientRisk","truck","Inefficient_Risk_Truck",875.000000003027,"0","J_YES","Yes","No","Ai","No","No","Yes","Yes","Woman",1,44,"United States","United States",NA,NA,NA,"black, asian, native american",NA,NA,NA,"Multiple",FALSE,"black, asian, native american","black, asian, native american","InefficientRiskTruck","Inefficient_Risk","No","Yes","No","Yes","Yes","Yes"
"10512",10512,15133638,"Footbridge_PHO_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",144,"FootbridgePHO","trolley","Footbridge_PHO_Trolley",1064.600000003,"1","J_YES","Yes","No","Human","Yes","Yes","Yes","No","Woman",1,44,"United States","United States",NA,NA,NA,"black, asian, native american",NA,NA,NA,"Multiple",FALSE,"black, asian, native american","black, asian, native american","FootbridgePHO","Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"10513",10513,15133719,"Footbridge_PHA_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",1,"FootbridgePHA","trolley","Footbridge_PHA_Trolley",848.700000023842,"0","J_YES","Yes","No","Human","Yes","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","FootbridgePHA","Footbridge_PHA","Yes","Yes","Yes","No","No","No"
"10514",10514,15133719,"Bystander_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",2,"bystander","trolley","Bystander_Trolley",848.80000001788,"1","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","bystander","Bystander","Yes","No","No","No","No","Yes"
"10515",10515,15133719,"Omission_Footbridge_PHO_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",3,"OmissionFootbridgePHO","trolley","Omission_Footbridge_PHO_Trolley",1758.3,"0","J_YES","No","No","Human","Yes","No","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","OmissionFootbridgePHOTrolley","Omission_Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"10516",10516,15133719,"ExpensiveRescue_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",4,"ExpensiveRescue","truck","Expensive_Rescue_Truck",1203.60000002384,"0","J_YES","Yes","Yes","Ai","Yes","No","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","ExpensiveRescueTruck","Expensive_Rescue","No","No","No","No","No","Yes"
"10517",10517,15133719,"SuicidalRescue_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",5,"SuicidalRescue","truck","Suicidal_Rescue_Truck",574.900000000001,"1","J_YES","Yes","Yes","Ai","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","SuicidalRescueTruck","Suicidal_Rescue","Yes","No","No","No","No","Yes"
"10518",10518,15133719,"Bystander_PHA&O_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",6,"BystanderPHA&O","crane","Bystander_PHA_PHO_Crane",958.299999999996,"0","J_YES","Yes","No","Ai","Yes","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","BystanderPHA&OCrane","Bystander_PHA_PHO","Yes","Yes","Yes","No","No","No"
"10519",10519,15133719,"SubstitutedConsent_2_Truck_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",7,"SubstitutedConsent","truck","Substituted_Consent_Truck",2890.40000001192,"0","J_YES","No","Yes","Human","Yes","Yes","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","SubstitutedConsent2Truck","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"10520",10520,15133719,"Unprohibted_BetterAlternative_DisproportionateCost_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",8,"Unprohibted_BetterAlternative_DisproportionateCost_","crane","Unprohibited_Better_Alternative_Disproportionate_Cost_Crane",732.80000001788,"1","J_YES","No","No","Ai","No","No","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","Unprohibted_BetterAlternative_DisproportionateCost_Crane","Unprohibited_Better_Alternative_Disproportionate_Cost","No","Yes","No","Yes","Yes","Yes"
"10521",10521,15133719,"SubstitutedConsent_2_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",9,"SubstitutedConsent","mine","Substituted_Consent_Mine",825.600000005958,"1","J_YES","No","Yes","Human","Yes","Yes","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","SubstitutedConsent2Mine","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"10522",10522,15133719,"DropMan_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",10,"drop man","trolley","Drop_Man_Trolley",4058.3,"1","J_YES","Yes","No","Human","Yes","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","drop man","Drop_Man","Yes","Yes","Yes","No","No","No"
"10523",10523,15133719,"CollapseBridge_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",11,"collapse bridge","trolley","Collapse_Bridge_Trolley",2566.60000002384,"0","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","collapse bridge","Collapse_Bridge","Yes","No","No","No","No","Yes"
"10524",10524,15133719,"SuicidalRescue_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",12,"SuicidalRescue","crane","Suicidal_Rescue_Crane",2562.20000001788,"0","J_YES","Yes","Yes","Ai","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","SuicidalRescueCrane","Suicidal_Rescue","Yes","No","No","No","No","Yes"
"10525",10525,15133719,"BetterAlternative_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",13,"better alternative","mine","Better_Alternative_Mine",2286.30000001789,"0","J_YES","Yes","Yes","Human","No","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","better alternativeMine","Better_Alternative","Yes","Yes","No","Yes","No","No"
"10526",10526,15133719,"InexpensiveRescue_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",14,"InexpensiveRescue","trolley","Inexpensive_Rescue_Trolley",552.90000000596,"1","J_YES","No","Yes","Human","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","InexpensiveRescue","Inexpensive_Rescue","No","No","No","No","No","Yes"
"10527",10527,15133719,"DisproportionalDeath_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",15,"disproportionate death","crane","Disproportionate_Death_Crane",933.100000023842,"0","J_YES","Yes","No","Ai","No","No","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","disproportionate deathCrane","Disproportionate_Death","Yes","Yes","No","Yes","Yes","No"
"10528",10528,15133719,"BetterAlternative_DisproportionateCost_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",16,"BetterAlternative_DisproportionateCost_","trolley","Better_Alternative_Disproportionate_Cost_Trolley",2693.40000002384,"0","J_YES","Yes","No","Human","No","No","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","BetterAlternative_DisproportionateCost_Trolley","Better_Alternative_Disproportionate_Cost","Yes","Yes","No","Yes","Yes","No"
"10529",10529,15133719,"Bystander_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",17,"bystander","truck","Bystander_Truck",1820.2,"1","J_YES","Yes","Yes","Ai","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","bystanderTruck","Bystander","Yes","No","No","No","No","Yes"
"10530",10530,15133719,"LoopTrack_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",18,"loop","crane","Loop_Track_Crane",1068.20000002385,"1","J_YES","Yes","No","Ai","Yes","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","loopCrane","Loop_Track","Yes","Yes","Yes","No","No","No"
"10531",10531,15133719,"BetterAlternative_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",19,"better alternative","truck","Better_Alternative_Truck",819.400000011927,"1","J_YES","Yes","Yes","Ai","No","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","better alternativeTruck","Better_Alternative","Yes","Yes","No","Yes","No","No"
"10532",10532,15133719,"Bystander_PHA&O_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",20,"BystanderPHA&O","mine","Bystander_PHA_PHO_Mine",557.40000002383,"1","J_YES","No","Yes","Human","No","Yes","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","BystanderPHA&OMine","Bystander_PHA_PHO","Yes","Yes","Yes","No","No","No"
"10533",10533,15133719,"Footbridge_Equipment_Save_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",21,"Footbridge_Equipment_Save_","trolley","Footbridge_Equipment_Save_Trolley",3029.09999999998,"1","J_YES","Yes","No","Human","Yes","No","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","Footbridge_Equipment_Save_Trolley","Footbridge_Equipment_Save","No","Yes","Yes","No","Yes","Yes"
"10534",10534,15133719,"Bystander_PHA&O_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",22,"BystanderPHA&O","trolley","Bystander_PHA_PHO_Trolley",1009.70000001192,"1","J_YES","Yes","No","Human","Yes","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","BystanderPHA&O","Bystander_PHA_PHO","Yes","Yes","Yes","No","No","No"
"10535",10535,15133719,"Footbridge_PHA_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",23,"FootbridgePHA","crane","Footbridge_PHA_Crane",747.300000023853,"1","J_YES","Yes","No","Ai","Yes","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","FootbridgePHACrane","Footbridge_PHA","Yes","Yes","Yes","No","No","No"
"10536",10536,15133719,"ExpensiveRescue_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",24,"ExpensiveRescue","trolley","Expensive_Rescue_Trolley",583.200000000012,"1","J_YES","No","Yes","Human","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","ExpensiveRescue","Expensive_Rescue","No","No","No","No","No","Yes"
"10537",10537,15133719,"DisproportionalDeath_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",25,"disproportionate death","mine","Disproportionate_Death_Mine",1343.30000002385,"0","J_YES","Yes","No","Human","No","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","disproportionate deathMine","Disproportionate_Death","Yes","Yes","No","Yes","Yes","No"
"10538",10538,15133719,"IntentionalHomicide_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",26,"intentional homicide","mine","Intentional_Homicide_Mine",1187.40000001789,"0","J_YES","No","Yes","Human","No","Yes","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","intentional homicideMine","Intentional_Homicide","Yes","Yes","Yes","No","No","No"
"10539",10539,15133719,"InefficientRisk_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",27,"InefficientRisk","truck","Inefficient_Risk_Truck",1962.50000000003,"0","J_YES","Yes","No","Ai","No","No","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","InefficientRiskTruck","Inefficient_Risk","No","Yes","No","Yes","Yes","Yes"
"10540",10540,15133719,"Omission_Footbridge_PHO_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",28,"OmissionFootbridgePHO","truck","Omission_Footbridge_PHO_Truck",2438.40000001789,"1","J_YES","Yes","No","Ai","No","No","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","OmissionFootbridgePHOTruck","Omission_Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"10541",10541,15133719,"ManInFront_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",29,"man-in-front","trolley","Man_in_Front_Trolley",1747.5,"1","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","man-in-front","Man_in_Front","Yes","No","No","No","No","Yes"
"10542",10542,15133719,"BetterAlternative_DisproportionateCost_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",30,"BetterAlternative_DisproportionateCost_","crane","Better_Alternative_Disproportionate_Cost_Crane",895.400000011927,"0","J_YES","Yes","No","Human","No","No","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","BetterAlternative_DisproportionateCost_Crane","Better_Alternative_Disproportionate_Cost","Yes","Yes","No","Yes","Yes","No"
"10543",10543,15133719,"ExpensiveCollapse_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",31,"ExpensiveCollapse","truck","Expensive_Collapse_Truck",1189.70000001192,"1","J_YES","Yes","Yes","Ai","Yes","No","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","ExpensiveCollapseTruck","Expensive_Collapse","No","Yes","Yes","No","No","Yes"
"10544",10544,15133719,"Unprohibted_BetterAlternative_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",32,"Unprohibted_BetterAlternative_","truck","Unprohibited_Better_Alternative_Truck",388.299999999988,"1","J_YES","Yes","Yes","Ai","No","No","No","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","Unprohibted_BetterAlternative_Truck","Unprohibited_Better_Alternative","No","Yes","No","Yes","No","Yes"
"10545",10545,15133719,"Footbridge_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",33,"footbridge","trolley","Footbridge_Trolley",470.300000023853,"0","J_YES","Yes","No","Human","Yes","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","footbridge","Footbridge","Yes","Yes","Yes","No","No","No"
"10546",10546,15133719,"Footbridge_PHA&O_Truck_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",34,"FootbridgePHA&O","truck","Footbridge_PHA_PHO_Truck",1026.70000001788,"0","J_YES","No","Yes","Human","No","Yes","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","FootbridgePHA&OTruck","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
"10547",10547,15133719,"Omission_Bystander_PHO_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",35,"OmissionBystanderPHO","truck","Omission_Bystander_PHO_Truck",514.600000011909,"0","J_YES","Yes","No","Ai","No","No","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","OmissionBystanderPHOTruck","Omission_Bystander_PHO","Yes","Yes","Yes","Yes","Yes","No"
"10548",10548,15133719,"CostlessRescue_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",36,"costless rescue","crane","Costless_Rescue_Crane",3995.89999999997,"0","J_YES","No","Yes","Ai","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","costless rescueCrane","Costless_Rescue","No","No","No","No","No","Yes"
"10549",10549,15133719,"SubstitutedConsent_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",37,"SubstitutedConsent","crane","Substituted_Consent_Crane",482.700000017881,"1","J_YES","Yes","No","Ai","Yes","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","SubstitutedConsentCrane","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"10550",10550,15133719,"SuicidalRescue_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",38,"SuicidalRescue","mine","Suicidal_Rescue_Mine",422.300000005955,"1","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","SuicidalRescueMine","Suicidal_Rescue","Yes","No","No","No","No","Yes"
"10551",10551,15133719,"EfficientRisk_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",39,"EfficientRisk","mine","Efficient_Risk_Mine",2383.20000000001,"1","J_YES","Yes","Yes","Human","Yes","No","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","EfficientRiskMine","Efficient_Risk","No","No","No","No","No","Yes"
"10552",10552,15133719,"Unprohibted_BetterAlternative_Equipment_Intended_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",40,"Unprohibted_BetterAlternative_Equipment_Intended_","mine","Unprohibited_Better_Alternative_Equipment_Intended_Mine",950.099999999977,"1","J_YES","No","Yes","Human","No","No","No","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","Unprohibted_BetterAlternative_Equipment_Intended_Mine","Unprohibited_Better_Alternative_Equipment_Intended","No","Yes","Yes","Yes","No","Yes"
"10553",10553,15133719,"ExpensiveCollapse_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",41,"ExpensiveCollapse","crane","Expensive_Collapse_Crane",449.799999999988,"1","J_YES","No","Yes","Ai","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","ExpensiveCollapseCrane","Expensive_Collapse","No","Yes","Yes","No","No","Yes"
"10554",10554,15133719,"Unprohibted_BetterAlternative_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",42,"Unprohibted_BetterAlternative_","crane","Unprohibited_Better_Alternative_Crane",210.300000017887,"1","J_YES","No","No","Human","No","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","Unprohibted_BetterAlternative_Crane","Unprohibited_Better_Alternative","No","Yes","No","Yes","No","Yes"
"10555",10555,15133719,"Footbridge_PHA&O_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",43,"FootbridgePHA&O","crane","Footbridge_PHA_PHO_Crane",5788.00000000594,"1","J_YES","Yes","No","Human","Yes","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","FootbridgePHA&OCrane","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
"10556",10556,15133719,"EfficientRisk_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",44,"EfficientRisk","crane","Efficient_Risk_Crane",941.599999999977,"1","J_YES","No","Yes","Ai","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","EfficientRiskCrane","Efficient_Risk","No","No","No","No","No","Yes"
"10557",10557,15133719,"Unprohibted_BetterAlternative_Equipment_Intended_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",45,"Unprohibted_BetterAlternative_Equipment_Intended_","crane","Unprohibited_Better_Alternative_Equipment_Intended_Crane",594.300000005984,"1","J_YES","No","No","Ai","No","Yes","No","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","Unprohibted_BetterAlternative_Equipment_Intended_Crane","Unprohibited_Better_Alternative_Equipment_Intended","No","Yes","Yes","Yes","No","Yes"
"10558",10558,15133719,"CollapseBridge_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",46,"collapse bridge","truck","Collapse_Bridge_Truck",652.700000011944,"1","J_YES","Yes","Yes","Ai","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","collapse bridgeTruck","Collapse_Bridge","Yes","No","No","No","No","Yes"
"10559",10559,15133719,"Unprohibted_BetterAlternative_DisproportionateCost_Trolley_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",47,"Unprohibted_BetterAlternative_DisproportionateCost_","trolley","Unprohibited_Better_Alternative_Disproportionate_Cost_Trolley",629.000000023865,"0","J_YES","No","No","Ai","No","No","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","Unprohibted_BetterAlternative_DisproportionateCost_Trolley","Unprohibited_Better_Alternative_Disproportionate_Cost","No","Yes","No","Yes","Yes","Yes"
"10560",10560,15133719,"DropEquipment_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",48,"DropEquipment","crane","Drop_Equipment_Crane",373.700000005949,"1","J_YES","No","No","Ai","Yes","Yes","No","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","DropEquipmentCrane","Drop_Equipment","No","No","No","No","No","Yes"
"10561",10561,15133719,"Footbridge_Equipment_Save_Mine_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",49,"Footbridge_Equipment_Save_","mine","Footbridge_Equipment_Save_Mine",389.100000017905,"0","J_YES","Yes","No","Ai","No","Yes","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","Footbridge_Equipment_Save_Mine","Footbridge_Equipment_Save","No","Yes","Yes","No","Yes","Yes"
"10562",10562,15133719,"Footbridge_PHO_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",50,"FootbridgePHO","crane","Footbridge_PHO_Crane",579.000000000058,"1","J_YES","Yes","No","Ai","Yes","Yes","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","FootbridgePHOCrane","Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"10563",10563,15133719,"DisproportionalDeath_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",51,"disproportionate death","truck","Disproportionate_Death_Truck",427.400000011898,"0","J_YES","Yes","No","Ai","No","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","disproportionate deathTruck","Disproportionate_Death","Yes","Yes","No","Yes","Yes","No"
